Дата рождения;Пол;Дата приема;Дата увольнения;Должность;Подразделение;Дата активации;Дата начала обучения;Дата последнего посещения;Баллы;1;Название курса
26.11.1975 0:00;w;04.07.2016 0:00;01.01.2001 0:00;Начальник отдела;Отдел обучения и развития персонала;26.01.2018 12:51;26.01.2018 12:51;26.01.2018 12:57;0,00;Завершен;Петя и грибы
03.02.1993 0:00;m;01.04.2014 0:00;01.01.2001 0:00;Начальник отдела;Отдел аналитики;26.01.2018 14:17;26.01.2018 14:40;26.01.2018 14:41;0,00;В процессе;Удержание ценных сотрудников в Компании
08.04.1991 0:00;w;04.06.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;26.01.2018 15:55;26.01.2018 16:01;27.01.2018 20:01;28,00;В процессе;Основы управления временем
05.10.1999 0:00;w;15.01.2018 0:00;01.01.2001 0:00;Менеджер по подбору персонала;Группа подбора и адаптации персонала;29.01.2018 11:47;29.01.2018 11:47;31.01.2018 11:29;0,00;В процессе;Лидерство
26.11.1993 0:00;m;25.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;29.01.2018 17:57;29.01.2018 6:00;06.02.2018 15:46;0,00;В процессе;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
07.06.1993 0:00;w;18.07.2016 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки информации;29.01.2018 17:58;29.01.2018 17:58;01.02.2018 13:35;17,00;В процессе;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
06.03.1986 0:00;w;22.01.2018 0:00;01.01.2001 0:00;Старший оператор информационной базы;Отдел сопровождения перевозок LTL;29.01.2018 17:58;31.01.2018 9:12;15.02.2018 18:01;25,00;В процессе;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
09.10.1982 0:00;w;30.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;;29.01.2018 17:59;07.02.2018 10:53;14.02.2018 14:52;7,00;В процессе;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
10.05.1989 0:00;m;17.01.2018 0:00;01.01.2001 0:00;Менеджер по работе с клиентами;Группа по работе с клиентами FTL;30.01.2018 9:34;30.01.2018 9:34;01.02.2018 14:51;0,00;В процессе;Лидерство
01.10.1982 0:00;w;26.01.2018 0:00;01.01.2001 0:00;Старший оператор информационной базы;Отдел сопровождения перевозок LTL;30.01.2018 9:56;30.01.2018 6:56;06.02.2018 17:39;41,00;В процессе;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
06.12.1986 0:00;w;29.11.2017 0:00;01.01.2001 0:00;Кассир-операционист;Отдел сопровождения перевозок LTL;30.01.2018 10:15;;;0,00;Назначен;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
18.12.1988 0:00;w;13.11.2017 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;30.01.2018 10:15;02.02.2018 10:15;19.02.2018 10:13;98,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
08.02.1995 0:00;m;16.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;30.01.2018 10:15;31.01.2018 12:57;16.02.2018 13:24;150,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
25.10.1990 0:00;w;30.01.2018 0:00;;Студент-оператор;Для доступа на Портал;30.01.2018 12:12;30.01.2018 6:12;;0,00;Назначен;"Работа в ИБ ""Грузоперевозки"" для операторов ИБ. Базовый уровень"
19.12.1979 0:00;w;13.10.2010 0:00;01.01.2001 0:00;Старший специалист по справочно-информационному обслуживанию;Отдел справочно-информационного обслуживания;30.01.2018 13:02;30.01.2018 6:02;;0,00;Назначен;Авиа и Экспресс перевозка
05.03.1985 0:00;w;19.03.2014 0:00;01.01.2001 0:00;Ведущий специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;30.01.2018 13:02;30.01.2018 6:02;30.01.2018 13:29;9,00;Завершен;Авиа и Экспресс перевозка
13.04.1990 0:00;w;06.10.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;30.01.2018 15:31;30.01.2018 15:32;30.01.2018 15:32;0,00;В процессе;Лидерство
13.04.1990 0:00;w;06.10.2015 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;30.01.2018 15:34;30.01.2018 15:34;30.01.2018 15:46;8,00;В процессе;Мотивация персонала
20.11.1994 0:00;w;24.04.2017 0:00;01.01.2001 0:00;Специалист по справочно-информационному обслуживанию;Группа обработки входящих вызовов;30.01.2018 16:13;30.01.2018 16:13;30.01.2018 19:20;11,00;Завершен;Формирование и развитие команды
13.02.1988 0:00;w;17.08.2017 0:00;01.01.2001 0:00;Менеджер по обучению;Направление профессионального обучения;30.01.2018 18:10;30.01.2018 18:10;31.01.2018 11:26;0,00;Завершен;Петя и грибы
20.11.1972 0:00;w;17.05.2016 0:00;01.01.2001 0:00;Начальник отдела;Отдел оценки персонала;30.01.2018 18:13;30.01.2018 18:13;30.01.2018 18:18;0,00;Завершен;Петя и грибы
06.05.1993 0:00;m;29.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;31.01.2018 7:00;01.02.2018 13:40;05.02.2018 17:51;72,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
04.04.1996 0:00;w;31.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;31.01.2018 7:00;16.02.2018 10:01;16.02.2018 13:05;7,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Базовый уровень
31.08.1995 0:00;w;18.01.2018 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;31.01.2018 9:40;31.01.2018 6:39;16.02.2018 13:55;138,00;В процессе;Оператор ИБ (Оформление накладной с различными видами услуг)/ Отдел сопровождения перевозок LTL/ Продвинутый уровень
