DEPARTURE CITY,DEPARTURE STATE,DEPARTURE CARRIER,ARRIVAL CITY,ARRIVAL STATE,ARRIVAL CARRIER,RAIL SPEED SPEED,RAIL CAR TYPE TYPE,RAIL OWNERSHIP OWNERSHIP,RAIL CARLOAD LOAD,DEPEARTURE DATE,ARRIVAL DATE,CAR VALUE,DAMAGED,WEIGHT,FUEL USED,PROPER DESTINATION,MILES,# OF STOPS
Corbin,KY,CSX,Denver,CO,BNSF,Intermodal,Tank,Foreign,Intermodal,6/8/2013 0:00,6/27/2013 0:00,103948,1726.450322,177,55.85846951,Yes,816,4
Kansas City,MO,KCS,New Orleans,LA,NS,Multilevel,Tank,Foreign,Coal,7/3/2013 0:00,7/13/2013 0:00,212437,7160.543631,119,34.60865324,Yes,2129,2
Markham Yard,IL,CN,Jackson Yard,MS,CN,Manifest,Tank,Private,Coal,12/13/2013 0:00,12/27/2013 0:00,176377,3842.626967,105,33.11714088,Yes,1056,1
Galesburg,IL,BNSF,Lincoln,NE,BNSF,Intermodal,Tank,System,Forest Products,12/5/2013 0:00,12/14/2013 0:00,114017,314.9706367,94,31.86740325,Yes,395,1
Chicago,IL,CP,Hamlet,NC,CSX,Manifest,Tank,Private,Nonmetallic Minerals and Products,3/20/2013 0:00,3/30/2013 0:00,173759,10291.50092,80,25.72224978,Yes,1847,0
Knoxville,TN,NS,Willard,OH,CSX,Multilevel,Tank,System,Intermodal,4/9/2013 0:00,4/17/2013 0:00,137458,105722.7647,85,22.22393744,Yes,1325,4
North Platte East,NE,UP,Hamlet,NC,CSX,Coal Unit,Tank,System,Motor Vehicles and Parts,10/2/2013 0:00,10/21/2013 0:00,244714,7252.129719,170,44.35899497,Yes,1776,4
Elkhart,IN,NS,Buffalo,NY,CSX,Intermodal,Tank,Foreign,Other,1/14/2013 0:00,1/30/2013 0:00,146272,2349.726491,145,38.85657925,Yes,917,3
Hinkle,OR,UP,Allentown,PA,NS,Intermodal,Tank,Private,Other,3/30/2013 0:00,4/16/2013 0:00,194496,3697.624127,77,23.15923763,Yes,222,2
Fort Worth,TX,UP,Livonia,LA,UP,Intermodal,Tank,Private,Metallic Ores and Metals,9/14/2013 0:00,9/26/2013 0:00,181333,1526.432926,185,50.06119872,Yes,691,1
Montgomery,AL,CSX,North Little Rock,AR,UP,Multilevel,Tank,System,Intermodal,11/29/2013 0:00,12/12/2013 0:00,225640,11850.64802,117,34.62651203,Yes,883,2
Montreal,PQ,CP,Indianapolis,IN,CSX,Manifest,Tank,Foreign,Coal,11/30/2013 0:00,12/11/2013 0:00,123064,5012.968762,91,29.20169559,Yes,297,3
Kansas City,MO,KCS,Laredo,TX,KCS,Multilevel,Tank,System,Motor Vehicles and Parts,1/21/2013 0:00,2/8/2013 0:00,179088,3166.789577,77,25.84300656,Yes,277,4
Nashville,TN,CSX,Denver,CO,BNSF,Manifest,Tank,Foreign,Petroleum and Petroleum Products,4/17/2013 0:00,4/29/2013 0:00,223621,52932.27645,135,38.56109715,Yes,1727,5
Waycross,GA,CSX,Milwaukee,WI,CP,Intermodal,Tank,Foreign,Intermodal,10/13/2013 0:00,10/22/2013 0:00,145933,5879.537837,173,56.25651851,Yes,1661,5
Fond du Lac Yard,WI,CN,Roseville,CA,UP,Manifest,Tank,Foreign,Intermodal,10/9/2013 0:00,10/24/2013 0:00,83488,4873.151421,143,43.99184341,Yes,1203,1
Louisville,KY,CSX,Galesburg,IL,BNSF,Manifest,Tank,System,Chemicals,11/8/2013 0:00,11/20/2013 0:00,128109,1963.31626,149,50.58994757,Yes,1245,3
Pine Bluff,AR,UP,Indianapolis,IN,CSX,Manifest,Tank,System,Coal,10/1/2013 0:00,10/15/2013 0:00,220652,9845.096951,196,50.94905861,Yes,1612,0
Memphis,TN,BNSF,Montreal,PQ,CP,Grain Unit,Tank,Foreign,Intermodal,3/30/2013 0:00,4/8/2013 0:00,109444,67462.94537,140,37.85927771,Yes,352,2
Jackson Yard,MS,CN,Bellevue,OH,NS,Multilevel,Tank,Foreign,Coal,4/15/2013 0:00,4/29/2013 0:00,240384,5058.527274,126,40.30666997,Yes,1255,3
Houston(Settegast),TX,UP,Macon,GA,NS,Intermodal,Tank,Private,Nonmetallic Minerals and Products,5/25/2013 0:00,6/7/2013 0:00,216823,11549.48858,169,51.69438861,Yes,233,2
Jackson Yard,MS,CN,Houston(Settegast),TX,UP,Multilevel,Tank,Foreign,Coal,6/21/2013 0:00,7/6/2013 0:00,113646,4357.663233,156,54.36116074,Yes,219,4
Jackson Yard,MS,CN,Jackson,MS,KCS,Coal Unit,Tank,Private,Coal,6/20/2013 0:00,7/1/2013 0:00,84308,786.479347,100,31.8651666,Yes,857,1
Corbin,KY,CSX,Markham Yard,IL,CN,Multilevel,Tank,System,Petroleum and Petroleum Products,4/22/2013 0:00,5/5/2013 0:00,172142,9659.238552,130,42.67017454,Yes,1908,4
Memphis,TN,BNSF,Knoxville,TN,NS,Intermodal,Tank,Private,Coal,7/8/2013 0:00,7/18/2013 0:00,210333,60664.49059,118,39.86746893,Yes,962,3
Pine Bluff,AR,UP,Roseville,CA,UP,Coal Unit,Tank,Private,Intermodal,7/31/2013 0:00,8/13/2013 0:00,222702,10997.46337,155,43.05468434,Yes,1857,2
Houston(Englewood),TX,UP,Toledo,OH,CSX,Manifest,Tank,Foreign,Intermodal,3/20/2013 0:00,4/10/2013 0:00,76090,1066.585714,195,57.26801548,Yes,1827,3
Tulsa,OK,BNSF,North Little Rock,AR,UP,Coal Unit,Tank,System,Intermodal,12/24/2013 0:00,1/13/2014 0:00,101343,3636.447268,79,26.26847505,Yes,1086,2
Pine Bluff,AR,UP,Pine Bluff,AR,UP,Manifest,Tank,Foreign,Intermodal,1/8/2013 0:00,1/24/2013 0:00,93827,2532.545155,124,34.61505714,Yes,1951,1
Kansas City,KS,BNSF,Hinkle,OR,UP,Coal Unit,Tank,System,Coal,7/5/2013 0:00,7/12/2013 0:00,197309,969.62327,80,20.19550446,Yes,1476,3
Markham Yard,IL,CN,Memphis,TN,BNSF,Manifest,Tank,System,Intermodal,10/30/2013 0:00,11/13/2013 0:00,166184,7374.681621,113,35.68927293,Yes,1907,2
Lincoln,NE,BNSF,Harrison Yard (Memphis),TN,CN,Manifest,Tank,Foreign,Chemicals,2/19/2013 0:00,3/10/2013 0:00,122642,4440.987907,159,46.03392421,Yes,2184,3
Roseville,CA,UP,Roseville,CA,UP,Grain Unit,Tank,Foreign,Intermodal,9/17/2013 0:00,10/3/2013 0:00,119311,3239.564318,122,33.48868222,Yes,1653,2
Chicago,IL,CSX,Toledo,OH,CSX,Grain Unit,Tank,System,Metallic Ores and Metals,10/16/2013 0:00,10/31/2013 0:00,165466,9635.674434,158,48.84393864,Yes,1205,1
Memphis,TN,BNSF,Columbus,OH,NS,Multilevel,Tank,Private,Coal,8/2/2013 0:00,8/17/2013 0:00,225310,3619.30836,137,47.06126231,Yes,1577,3
Roanoke,VA,NS,Houston(Englewood),TX,UP,Multilevel,Tank,Private,Intermodal,7/15/2013 0:00,7/29/2013 0:00,88786,4368.106128,198,61.02747493,Yes,824,3
Waycross,GA,CSX,West Colton,CA,UP,Grain Unit,Tank,Foreign,Intermodal,7/30/2013 0:00,8/13/2013 0:00,81839,2047.093115,155,44.56092124,Yes,341,2
Chicago(Proviso),IL,UP,Tulsa,OK,BNSF,Manifest,Tank,System,Intermodal,10/31/2013 0:00,11/15/2013 0:00,85768,117.7175376,199,58.29791567,Yes,1427,2
Macon,GA,NS,Markham Yard,IL,CN,Manifest,Tank,System,Metallic Ores and Metals,10/5/2013 0:00,10/23/2013 0:00,79315,4461.62073,168,57.85842356,Yes,1991,1
Buffalo,NY,CSX,Knoxville,TN,NS,Manifest,Tank,Foreign,Intermodal,7/8/2013 0:00,7/20/2013 0:00,205598,7931.722544,98,28.4278144,Yes,1465,3
Roanoke,VA,NS,Toledo,OH,CSX,Multilevel,Tank,Foreign,Intermodal,6/13/2013 0:00,6/25/2013 0:00,178374,2316.309466,85,21.8033399,Yes,339,4
Russell,KY,CSX,Tulsa,OK,BNSF,Intermodal,Tank,System,Coal,10/29/2013 0:00,11/7/2013 0:00,147529,8300.906596,105,34.62104712,Yes,2163,4
Northtown,MN,BNSF,Baltimore,MD,CSX,Multilevel,Tank,Foreign,Coal,6/4/2013 0:00,6/21/2013 0:00,232573,4982.54867,132,35.6906334,Yes,1259,3
Houston,TX,BNSF,New Orleans,LA,NS,Multilevel,Tank,System,Intermodal,10/21/2013 0:00,11/10/2013 0:00,115854,6233.342945,102,29.18835501,Yes,1054,3
West Colton,CA,UP,Waycross,GA,CSX,Coal Unit,Tank,System,Petroleum and Petroleum Products,9/7/2013 0:00,9/19/2013 0:00,103009,5636.635727,165,50.32732458,Yes,735,0
Conway,PA,NS,Birmingham,AL,NS,Coal Unit,Tank,Foreign,Intermodal,7/25/2013 0:00,8/7/2013 0:00,143589,1227.559202,120,41.26711872,Yes,438,5
Macon,GA,NS,Hamlet,NC,CSX,Intermodal,Tank,Foreign,Coal,9/25/2013 0:00,10/11/2013 0:00,231213,12896.7936,102,34.91437726,Yes,655,4
Barstow,CA,BNSF,Birmingham,AL,NS,Manifest,Tank,Private,Intermodal,3/7/2013 0:00,3/27/2013 0:00,180402,2301.33947,163,53.98124049,Yes,1292,2
Cincinnati,OH,CSX,Indianapolis,IN,CSX,Manifest,Tank,Private,Coal,2/6/2013 0:00,2/18/2013 0:00,209607,6540.628226,120,31.86108585,Yes,1024,2
North Platte West,NE,UP,Pasco,WA,BNSF,Manifest,Tank,Private,Intermodal,11/11/2013 0:00,11/30/2013 0:00,229568,4249.159949,161,42.89706846,Yes,1890,3
Harrison Yard (Memphis),TN,CN,Elkhart,IN,NS,Manifest,Tank,System,Coal,9/17/2013 0:00,10/7/2013 0:00,148135,14288.39901,185,62.41185047,Yes,1145,1
Linwood,NC,NS,Galesburg,IL,BNSF,Manifest,Tank,Foreign,Grain,2/10/2013 0:00,2/24/2013 0:00,99332,5391.557191,98,26.45250378,Yes,1499,0
Livonia,LA,UP,Decatur,IL,NS,Intermodal,Tank,System,Intermodal,2/5/2013 0:00,2/20/2013 0:00,197767,4964.384749,85,25.63404194,Yes,1663,5
New Orleans,LA,NS,Willard,OH,CSX,Multilevel,Tank,Private,Nonmetallic Minerals and Products,9/4/2013 0:00,9/18/2013 0:00,116683,5688.175795,134,45.70422853,Yes,697,5
Houston(Englewood),TX,UP,Kansas City,MO,KCS,Coal Unit,Tank,System,Forest Products,9/1/2013 0:00,9/18/2013 0:00,95099,3418.281682,97,27.16241228,Yes,1192,4
Harrison Yard (Memphis),TN,CN,Columbus,OH,NS,Intermodal,Tank,Private,"Farm and Food Products, Excluding Grain",12/26/2013 0:00,1/12/2014 0:00,130095,71771.39288,113,38.64020346,Yes,1914,0
Northtown,MN,BNSF,New Orleans,LA,NS,Multilevel,Tank,Foreign,Metallic Ores and Metals,5/15/2013 0:00,5/31/2013 0:00,76334,1193.382446,178,51.29231685,Yes,1347,1
West Colton,CA,UP,Chicago,IL,CSX,Coal Unit,Tank,System,Intermodal,12/19/2013 0:00,1/2/2014 0:00,137471,3546.449937,120,41.89991482,Yes,670,2
Jackson,MS,KCS,Columbus,OH,NS,Multilevel,Tank,Private,Petroleum and Petroleum Products,6/4/2013 0:00,6/16/2013 0:00,173750,4720.118481,198,61.51378747,Yes,843,3
Milwaukee,WI,CP,West Colton,CA,UP,Grain Unit,Tank,System,Other,3/5/2013 0:00,3/14/2013 0:00,223243,4432.14766,156,49.41182068,Yes,1211,2
Markham Yard,IL,CN,West Colton,CA,UP,Manifest,Tank,Private,Coal,1/14/2013 0:00,2/2/2013 0:00,138900,7345.151366,162,55.09515075,Yes,1581,3
Chicago,IL,CP,New Orleans,LA,NS,Grain Unit,Tank,Private,Coal,12/3/2013 0:00,12/16/2013 0:00,190217,2701.932564,83,21.29078668,Yes,514,3
Sheffield,AL,NS,Galesburg,IL,BNSF,Manifest,Tank,System,Intermodal,5/27/2013 0:00,6/8/2013 0:00,86478,5027.675471,82,23.15652928,Yes,1361,4
Houston(Englewood),TX,UP,Decatur,IL,NS,Multilevel,Tank,Private,Intermodal,8/18/2013 0:00,9/5/2013 0:00,249942,11525.46402,189,52.34017434,Yes,762,2
Lincoln,NE,BNSF,Denver,CO,BNSF,Intermodal,Tank,Foreign,Intermodal,7/25/2013 0:00,8/7/2013 0:00,215450,10415.70029,172,44.64292308,Yes,1724,1
Shreveport,LA,KCS,Sheffield,AL,NS,Intermodal,Tank,System,Intermodal,8/5/2013 0:00,8/21/2013 0:00,98162,5597.297659,161,48.90939099,Yes,1415,3
Macon,GA,NS,Laredo,TX,KCS,Intermodal,Tank,Private,Intermodal,11/6/2013 0:00,11/18/2013 0:00,229273,10695.83658,126,42.11432989,Yes,1098,3
Shreveport,LA,KCS,Kansas City,KS,BNSF,Intermodal,Tank,Private,Intermodal,2/8/2013 0:00,2/24/2013 0:00,241218,3179.644213,184,49.0375176,Yes,328,4
Decatur,IL,NS,Nashville,TN,CSX,Manifest,Tank,System,Intermodal,2/23/2013 0:00,3/4/2013 0:00,149959,1588.208936,149,45.51805698,Yes,556,3
Montgomery,AL,CSX,Houston(Settegast),TX,UP,Coal Unit,Tank,System,Intermodal,9/14/2013 0:00,9/29/2013 0:00,178271,8405.804015,146,45.92345539,Yes,1922,4
Hinkle,OR,UP,Kansas City,MO,KCS,Grain Unit,Tank,Foreign,Coal,5/12/2013 0:00,6/1/2013 0:00,89339,2581.303803,155,39.18104261,Yes,683,4
Decatur,IL,NS,Macon,GA,NS,Intermodal,Tank,Foreign,Intermodal,11/28/2013 0:00,12/8/2013 0:00,89304,3618.686156,105,32.67899593,Yes,2113,1
Chicago,IL,CSX,Laredo,TX,KCS,Grain Unit,Tank,System,Intermodal,7/20/2013 0:00,8/3/2013 0:00,218754,1005.524196,134,41.59401883,Yes,1197,2
Markham Yard,IL,CN,Knoxville,TN,NS,Intermodal,Tank,Foreign,Intermodal,8/15/2013 0:00,8/27/2013 0:00,166169,9187.028515,149,39.56879741,Yes,1543,0
Harrison Yard (Memphis),TN,CN,Macon,GA,NS,Coal Unit,Tank,System,Coal,5/6/2013 0:00,5/22/2013 0:00,198608,7812.979269,158,47.4206456,Yes,1444,4
Markham Yard,IL,CN,Chicago,IL,CSX,Manifest,Tank,Foreign,Coal,2/18/2013 0:00,2/28/2013 0:00,246030,12573.11964,170,47.48162115,Yes,1656,5
Baltimore,MD,CSX,Linwood,NC,NS,Coal Unit,Tank,Private,Coal,11/13/2013 0:00,12/3/2013 0:00,109494,5272.905783,138,42.70376725,Yes,2142,3
Selkirk,NY,CSX,Tulsa,OK,BNSF,Manifest,Tank,Foreign,Coal,1/22/2013 0:00,2/6/2013 0:00,168349,1698.079335,124,34.6997293,Yes,2034,3
Fond du Lac Yard,WI,CN,Roanoke,VA,NS,Multilevel,Tank,System,Intermodal,4/24/2013 0:00,5/2/2013 0:00,196486,10768.51609,173,49.13184526,Yes,1737,4
Hamlet,NC,CSX,Montreal,PQ,CP,Intermodal,Tank,Private,Nonmetallic Minerals and Products,10/28/2013 0:00,11/8/2013 0:00,113267,1926.425506,174,56.17601061,Yes,1242,0
Birmingham,AL,NS,Baltimore,MD,CSX,Manifest,Tank,Private,Nonmetallic Minerals and Products,11/9/2013 0:00,11/19/2013 0:00,249264,11494.62054,141,45.64391088,Yes,1450,2
Roseville,CA,UP,Kansas City,MO,UP,Coal Unit,Tank,System,Nonmetallic Minerals and Products,7/22/2013 0:00,8/1/2013 0:00,162773,2866.345602,144,42.41950964,Yes,1646,0
Macon,GA,NS,North Little Rock,AR,UP,Grain Unit,Tank,Private,Intermodal,3/15/2013 0:00,3/25/2013 0:00,202990,8028.597053,179,59.71037977,Yes,436,4
Galesburg,IL,BNSF,Harrison Yard (Memphis),TN,CN,Grain Unit,Tank,Foreign,Nonmetallic Minerals and Products,6/8/2013 0:00,6/19/2013 0:00,167706,9054.994442,154,40.23678074,Yes,1853,2
Macon,GA,NS,Kansas City,KS,BNSF,Grain Unit,Tank,Private,Intermodal,8/26/2013 0:00,9/15/2013 0:00,163714,3178.804754,196,61.63265405,Yes,1313,3
Selkirk,NY,CSX,Montgomery,AL,CSX,Manifest,Tank,System,Chemicals,3/18/2013 0:00,4/2/2013 0:00,193605,4007.882247,87,24.06159891,Yes,832,4
Fort Worth,TX,BNSF,Pasco,WA,BNSF,Grain Unit,Tank,Foreign,Intermodal,12/9/2013 0:00,12/25/2013 0:00,167040,4900.446811,190,59.61040091,Yes,2196,4
Livonia,LA,UP,Livonia,LA,UP,Multilevel,Tank,Private,Nonmetallic Minerals and Products,5/3/2013 0:00,5/18/2013 0:00,89214,3449.482374,139,40.55108616,Yes,767,0
Monterrey,NL,KCS,Linwood,NC,NS,Intermodal,Tank,Foreign,Intermodal,10/10/2013 0:00,10/17/2013 0:00,225780,3138.209464,94,28.08851651,Yes,1571,3
Knoxville,TN,NS,St. Paul,MN,CP,Multilevel,Tank,Foreign,Intermodal,4/9/2013 0:00,4/17/2013 0:00,199220,121067.9779,138,36.24665394,Yes,221,2
Cincinnati,OH,CSX,Decatur,IL,NS,Multilevel,Tank,System,Coal,12/9/2013 0:00,12/22/2013 0:00,130523,4451.003741,127,32.74380173,Yes,223,3
Milwaukee,WI,CP,Toledo,OH,CSX,Manifest,Tank,System,Intermodal,6/13/2013 0:00,7/3/2013 0:00,188533,335.5610985,188,52.48435826,Yes,2099,2
Houston(Englewood),TX,UP,Buffalo,NY,CSX,Multilevel,Tank,Foreign,"Farm and Food Products, Excluding Grain",11/15/2013 0:00,11/24/2013 0:00,162310,4525.166559,186,58.62930735,Yes,1941,4
Birmingham,AL,NS,Galesburg,IL,BNSF,Multilevel,Tank,Foreign,Coal,6/29/2013 0:00,7/18/2013 0:00,190600,4526.994965,154,47.95340015,Yes,449,1
Hamlet,NC,CSX,Kansas City,MO,KCS,Manifest,Tank,System,Intermodal,9/20/2013 0:00,10/2/2013 0:00,224492,3898.096116,106,31.29291285,Yes,918,0
Indianapolis,IN,CSX,Fond du Lac Yard,WI,CN,Multilevel,Tank,Private,Intermodal,6/3/2013 0:00,6/20/2013 0:00,164024,1991.366441,158,40.55218866,Yes,261,3
Laredo,TX,KCS,Allentown,PA,NS,Multilevel,Tank,Private,Coal,11/29/2013 0:00,12/11/2013 0:00,127074,4003.166598,126,38.06569706,Yes,1557,3
Louisville,KY,CSX,Indianapolis,IN,CSX,Grain Unit,Tank,Private,Intermodal,6/7/2013 0:00,6/26/2013 0:00,169234,727.3123639,80,27.61887579,Yes,1343,4
Bellevue,OH,NS,Kansas City,KS,BNSF,Manifest,Tank,Private,Intermodal,2/22/2013 0:00,3/13/2013 0:00,205175,11697.52409,138,43.04747461,Yes,1102,1
Chicago(Proviso),IL,UP,Chicago,IL,CP,Multilevel,Tank,System,Nonmetallic Minerals and Products,11/2/2013 0:00,11/22/2013 0:00,87299,4489.714269,159,49.51767934,Yes,1753,4
Louisville,KY,CSX,Sheffield,AL,NS,Manifest,Tank,Foreign,Intermodal,5/18/2013 0:00,5/31/2013 0:00,91659,1093.549861,127,44.37134151,Yes,1344,2
Markham Yard,IL,CN,Pasco,WA,BNSF,Intermodal,Tank,Foreign,Intermodal,7/12/2013 0:00,7/25/2013 0:00,200113,5934.6337,117,40.62120494,Yes,1682,0
Allentown,PA,NS,North Little Rock,AR,UP,Multilevel,Tank,Foreign,Metallic Ores and Metals,10/18/2013 0:00,11/4/2013 0:00,241160,1040.706607,98,31.14661926,Yes,1566,1
Louisville,KY,CSX,Waycross,GA,CSX,Intermodal,Tank,System,Nonmetallic Minerals and Products,4/4/2013 0:00,4/24/2013 0:00,201253,9110.877239,119,30.35292077,Yes,1565,1
Decatur,IL,NS,Houston,TX,BNSF,Multilevel,Tank,Private,Intermodal,10/9/2013 0:00,10/29/2013 0:00,107725,955.9535304,140,38.03098917,Yes,1653,1
Galesburg,IL,BNSF,Chicago,IL,CSX,Intermodal,Tank,System,Intermodal,12/1/2013 0:00,12/20/2013 0:00,186760,10155.60742,141,38.85268987,Yes,1519,0
Roanoke,VA,NS,Cincinnati,OH,CSX,Intermodal,Tank,Foreign,Motor Vehicles and Parts,8/11/2013 0:00,8/19/2013 0:00,113167,4605.57823,125,40.34179169,Yes,580,2
Kansas City,KS,BNSF,Jackson,MS,KCS,Multilevel,Tank,Private,Intermodal,12/2/2013 0:00,12/17/2013 0:00,239283,11383.37403,129,35.97423781,Yes,944,5
Jackson,MS,KCS,Baltimore,MD,CSX,Grain Unit,Tank,Private,Coal,11/28/2013 0:00,12/18/2013 0:00,118061,4090.929016,132,42.75445444,Yes,2003,4
Fort Worth,TX,UP,Tulsa,OK,BNSF,Coal Unit,Tank,Foreign,Coal,3/11/2013 0:00,3/19/2013 0:00,217848,7478.410745,192,56.32738657,Yes,2084,3
Fort Worth,TX,BNSF,Hamlet,NC,CSX,Intermodal,Tank,Private,Other,6/27/2013 0:00,7/8/2013 0:00,182805,6625.429653,77,23.91077366,Yes,349,1
New Orleans,LA,NS,Macon,GA,NS,Grain Unit,Tank,Foreign,Forest Products,8/5/2013 0:00,8/25/2013 0:00,163226,2617.346293,157,44.9583408,Yes,455,1
Linwood,NC,NS,Conway,PA,NS,Grain Unit,Tank,Private,Chemicals,4/19/2013 0:00,5/3/2013 0:00,137720,4245.639389,148,49.1193918,Yes,1787,3
Willard,OH,CSX,Denver,CO,BNSF,Grain Unit,Tank,Foreign,Intermodal,3/12/2013 0:00,3/28/2013 0:00,119289,2717.245542,132,44.97856647,Yes,1174,0
Chicago,IL,CSX,Conway,PA,NS,Grain Unit,Tank,Private,"Farm and Food Products, Excluding Grain",3/18/2013 0:00,3/28/2013 0:00,89991,783.3060825,141,36.18284446,Yes,627,5
Roseville,CA,UP,Tulsa,OK,BNSF,Manifest,Tank,System,Metallic Ores and Metals,11/27/2013 0:00,12/15/2013 0:00,132730,5159.928978,87,27.56719059,Yes,1963,4
Baltimore,MD,CSX,Kansas City,MO,KCS,Manifest,Tank,System,Coal,10/9/2013 0:00,10/22/2013 0:00,108521,1846.892586,114,31.80661108,Yes,1353,0
West Colton,CA,UP,Chicago(Proviso),IL,UP,Multilevel,Tank,Private,Metallic Ores and Metals,12/9/2013 0:00,12/24/2013 0:00,181639,3885.249624,151,41.25121287,Yes,630,1
Fond du Lac Yard,WI,CN,Corbin,KY,CSX,Manifest,Tank,Private,Intermodal,6/21/2013 0:00,6/29/2013 0:00,168208,9872.883859,92,31.00649694,Yes,1578,4
Jackson Yard,MS,CN,Houston(Settegast),TX,UP,Intermodal,Tank,Private,Motor Vehicles and Parts,12/7/2013 0:00,12/20/2013 0:00,95494,4846.014086,167,42.30748655,Yes,354,2
Selkirk,NY,CSX,Jackson Yard,MS,CN,Multilevel,Tank,Foreign,Motor Vehicles and Parts,9/8/2013 0:00,9/21/2013 0:00,132637,4051.054543,83,28.35339386,Yes,1396,1
Corbin,KY,CSX,Northtown,MN,BNSF,Manifest,Tank,System,Nonmetallic Minerals and Products,4/9/2013 0:00,4/19/2013 0:00,75054,4435.839012,178,49.53483643,Yes,1309,4
North Little Rock,AR,UP,Denver,CO,BNSF,Manifest,Tank,Private,Nonmetallic Minerals and Products,2/5/2013 0:00,2/13/2013 0:00,245483,8861.181409,168,57.96620495,Yes,1885,3
Milwaukee,WI,CP,Markham Yard,IL,CN,Coal Unit,Tank,Private,Coal,8/7/2013 0:00,8/25/2013 0:00,214128,254.4998275,112,28.68112299,Yes,365,4
Fort Worth,TX,UP,Hamlet,NC,CSX,Grain Unit,Tank,Foreign,"Farm and Food Products, Excluding Grain",4/8/2013 0:00,4/21/2013 0:00,183052,10327.23875,187,64.83231712,Yes,282,2
Linwood,NC,NS,Barstow,CA,BNSF,Grain Unit,Tank,Private,Other,10/20/2013 0:00,11/4/2013 0:00,205728,4392.400689,151,50.68385936,Yes,1250,5
Columbus,OH,NS,Indianapolis,IN,CSX,Manifest,Tank,System,Intermodal,9/9/2013 0:00,9/21/2013 0:00,96755,2288.16727,168,57.19131802,Yes,749,4
Pine Bluff,AR,UP,Russell,KY,CSX,Manifest,Tank,Private,"Farm and Food Products, Excluding Grain",12/6/2013 0:00,12/25/2013 0:00,104214,4925.168807,77,24.31458382,Yes,1581,4
Chicago,IL,CP,Kansas City,MO,KCS,Manifest,Tank,Private,Intermodal,1/6/2013 0:00,1/23/2013 0:00,231804,463.0883091,79,25.28574426,Yes,1855,2
Selkirk,NY,CSX,Hamlet,NC,CSX,Coal Unit,Tank,Foreign,Metallic Ores and Metals,1/5/2013 0:00,1/17/2013 0:00,240914,8680.633197,76,19.94884494,Yes,1569,4
Montreal,PQ,CP,Harrison Yard (Memphis),TN,CN,Multilevel,Tank,System,Intermodal,5/14/2013 0:00,6/1/2013 0:00,160765,419.8094921,194,67.74155239,Yes,543,3
Houston(Settegast),TX,UP,North Platte West,NE,UP,Multilevel,Tank,Foreign,Intermodal,7/16/2013 0:00,7/25/2013 0:00,155635,1968.363942,85,24.77728308,Yes,530,0
New Orleans,LA,NS,Monterrey,NL,KCS,Manifest,Tank,Foreign,Chemicals,4/7/2013 0:00,4/20/2013 0:00,100543,2520.678002,85,25.2881461,Yes,1826,3
Chattanooga,TN,NS,Conway,PA,NS,Coal Unit,Tank,System,Intermodal,10/7/2013 0:00,10/16/2013 0:00,230018,36799.59995,104,36.08350022,Yes,1204,4
Jackson Yard,MS,CN,Decatur,IL,NS,Multilevel,Tank,System,Intermodal,3/17/2013 0:00,3/29/2013 0:00,160101,2964.250719,168,53.15376539,Yes,1534,5
Elkhart,IN,NS,Louisville,KY,CSX,Manifest,Tank,System,Intermodal,6/20/2013 0:00,7/7/2013 0:00,99932,5435.68733,149,48.55050601,Yes,676,3
Tulsa,OK,BNSF,Montreal,PQ,CP,Multilevel,Tank,Private,Intermodal,3/20/2013 0:00,4/10/2013 0:00,217185,1533.303367,94,30.77228484,Yes,1245,3
Jackson,MS,KCS,Shreveport,LA,KCS,Grain Unit,Tank,System,Coal,12/30/2013 0:00,1/16/2014 0:00,151272,8144.550141,189,64.13095377,Yes,528,4
Hamlet,NC,CSX,Tulsa,OK,BNSF,Grain Unit,Tank,Foreign,Motor Vehicles and Parts,11/23/2013 0:00,12/14/2013 0:00,94672,3152.198748,141,47.92389241,Yes,1932,0
Louisville,KY,CSX,Baltimore,MD,CSX,Coal Unit,Tank,Private,Intermodal,9/6/2013 0:00,9/25/2013 0:00,97693,484.4294004,146,48.39566607,Yes,1875,3
West Colton,CA,UP,Denver,CO,BNSF,Grain Unit,Tank,System,Intermodal,4/25/2013 0:00,5/8/2013 0:00,134924,6976.0199,160,45.30796528,Yes,1380,1
Houston(Settegast),TX,UP,Bellevue,OH,NS,Multilevel,Tank,Foreign,Intermodal,2/27/2013 0:00,3/16/2013 0:00,183958,1918.227277,106,26.75374779,Yes,398,4
Louisville,KY,CSX,Chattanooga,TN,NS,Grain Unit,Tank,Foreign,Chemicals,1/8/2013 0:00,1/18/2013 0:00,96793,4032.543183,100,28.61930636,Yes,278,3
Fort Worth,TX,UP,Roanoke,VA,NS,Multilevel,Tank,Private,Intermodal,4/26/2013 0:00,5/16/2013 0:00,172839,3550.307523,110,31.34346161,Yes,1789,4
Livonia,LA,UP,Knoxville,TN,NS,Manifest,Tank,System,Intermodal,8/25/2013 0:00,9/3/2013 0:00,242391,6092.896115,187,47.77716006,Yes,934,0
Houston(Englewood),TX,UP,Houston(Englewood),TX,UP,Multilevel,Tank,System,Coal,3/31/2013 0:00,4/11/2013 0:00,154107,3788.346637,88,27.98127917,Yes,499,2
