BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,26200,141109,245422,HomeImp,ProfExe,28,0,0,343.78712232,1,18,38.113555937
0,26200,72648,123582,DebtCon,Office,0,1,0,331.35288565,0,23,37.545837379
0,26200,49323,77160,DebtCon,Other,23,,1,286.18165514,0,29,39.676304649
0,26200,149599,181869,DebtCon,Other,1,0,0,204.02898979,0,35,39.800879561
0,26200,100931,132627,DebtCon,Office,11,0,1,169.03209387,0,28,41.089569186
1,26200,51599,87148,DebtCon,Other,,0,0,129.93392053,2,19,
0,26200,189252,241754,DebtCon,Other,9,0,0,97.314887744,2,25,40.312697726
0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.48325812,0,18,27.837509605
0,26300,,37310,HomeImp,Other,26,0,0,92.855129432,2,15,27.217028651
0,26300,94337,123054,DebtCon,ProfExe,0,1,0,204.91733941,2,38,35.725852186
0,26300,147600,184207,DebtCon,ProfExe,5,0,0,310.34814574,0,35,38.235086271
0,26300,118304,177819,DebtCon,Sales,17,0,0,299.21725229,1,30,34.368269329
0,26300,25685,51023,DebtCon,Other,35,0,0,261.47087199,0,23,40.08504815
0,26300,52394,93307,DebtCon,Other,24,0,1,184.65609577,0,19,23.54869835
0,26300,58369,88124,DebtCon,Other,7,0,0,234.22154725,1,20,37.158294824
0,26300,52296,91041,DebtCon,Other,24,1,2,193.85371322,0,19,24.893781127
0,26300,,51055,DebtCon,Other,,,,70.253394593,,14,28.207435743
0,26300,114956,147793,DebtCon,Office,3,,,296.56015445,2,35,43.807293163
0,26300,,45913,DebtCon,Other,,,,92.577224078,,13,27.924000892
0,26300,,43472,DebtCon,Other,,,,90.080326966,,12,28.688500322
0,26300,25530,79885,DebtCon,Other,,1,1,105.6387889,2,26,29.928636834
0,26300,78851,109090,DebtCon,Office,8,0,0,405.43042921,0,44,42.341626392
0,26300,189302,249773,DebtCon,Other,7,0,0,106.60930741,1,26,42.769386705
0,26300,94916,127526,DebtCon,ProfExe,0,0,0,195.84762449,2,37,36.018495649
0,26400,43781,66030,DebtCon,Office,17,0,0,184.3849541,2,21,31.489905776
0,26400,79163,123792,DebtCon,Office,0,0,0,310.61455492,0,24,38.109978597
0,26400,73679,98614,DebtCon,Office,10,0,0,151.62870365,0,20,38.159622791
0,26400,130672,212536,DebtCon,ProfExe,10,0,0,221.50683161,3,26,20.269918789
0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.01513165,3,26,17.872195182
0,26400,122105,165000,DebtCon,Mgr,1,0,0,234.4,2,24,
0,26400,153853,188760,HomeImp,Self,2,0,0,172.57083327,0,17,43.35819405
0,26400,240907,260638,HomeImp,Self,7,1,0,255.41551402,3,51,37.652919106
0,26400,134642,182719,DebtCon,Mgr,0,,,122.45686327,,39,32.698800459
0,26400,44333,68945,DebtCon,Office,18,0,0,173.49539211,2,21,32.349412052
0,26400,220432,283978,HomeImp,ProfExe,6,,5,480.35601368,,56,33.714239099
0,26400,196412,250164,DebtCon,Other,9,0,0,97.278349271,1,26,42.334245998
0,26400,59288,87753,DebtCon,Other,8,1,1,145.88249239,3,29,38.972486705
0,26500,29751,57501,,Office,1,0,0,114.35918901,2,7,37.075471865
0,26500,23742,77878,DebtCon,Other,,2,1,99.37716841,2,26,28.876723751
0,26500,145393,187324,HomeImp,Self,3,0,0,194.22774484,1,16,40.854864993
0,26500,,63918,DebtCon,Other,25,0,0,135.44094715,0,8,20.161387851
0,26500,63345,100332,DebtCon,Other,16,0,0,139.51054588,0,30,38.427444569
0,26500,240782,267675,HomeImp,Self,6,0,0,229.30702576,1,50,37.740918996
0,26500,,38964,DebtCon,Other,11,1,,102.75290244,,14,20.353582085
0,26500,112059,179599,DebtCon,Sales,15,0,0,313.2053014,0,30,36.359104168
0,26500,77198,131090,DebtCon,Office,0,0,0,312.90880367,0,24,37.830163787
0,26500,,64211,DebtCon,Other,26,0,0,127.4120114,0,10,22.289490827
0,26500,84769,127773,DebtCon,Other,2,0,0,190.86047721,2,25,42.031639133
1,26500,61223,92255,DebtCon,Other,2,0,1,214.03253889,0,17,1.8555399803
0,26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,
1,26500,14000,45000,DebtCon,Other,0,0,0,195.23333333,1,7,
1,26500,82859,,HomeImp,Office,0.4,2,0,177.5,0,22,
0,26500,76599,119041,DebtCon,Other,4,0,0,97.265658469,1,31,40.12650973
0,26500,134952,165451,DebtCon,Other,8,1,0,225.32367218,1,19,35.734856373
0,26500,,61089,DebtCon,Other,27,0,0,144.19203429,0,9,22.813867857
0,26500,47820,76159,DebtCon,Other,24,,0,282.44500782,0,30,41.288882375
0,26500,,122693,DebtCon,Mgr,9,0,0,153.94242808,0,27,32.200811209
1,26600,62895,103000,DebtCon,Self,1,0,5,187.46666667,2,34,
0,26600,148986,175750,DebtCon,Other,1,0,0,197.39171326,0,35,40.514989578
0,26600,61151,97072,DebtCon,Other,16,0,1,133.44811044,0,29,39.229711537
0,26600,94954,131913,DebtCon,ProfExe,0,1,0,187.14082357,2,37,35.270113219
0,26600,78491,121598,DebtCon,Other,4,1,0,84.583010054,1,33,41.342343086
0,26600,140561,208775,HomeImp,ProfExe,5,0,0,197.52410245,1,27,36.878389116
1,26600,84843,115850,DebtCon,Sales,2,0,0,137.53887762,2,37,42.571889924
0,26600,49610,78355,DebtCon,Other,23,,0,278.60356404,0,30,39.529903612
0,26600,128238,165316,DebtCon,Mgr,1,0,0,236.06597186,2,23,36.939319169
0,26600,122501,153280,DebtCon,Mgr,2,0,0,289.58172299,0,25,38.129711796
0,26700,146193,185200,DebtCon,ProfExe,11,0,0,156.2294564,0,36,39.210272093
0,26700,40785,75601,DebtCon,Mgr,14,1,0,98.240520895,5,15,34.154228193
0,26700,144243,176096,DebtCon,Other,1,0,0,194.67979612,0,34,40.479243579
0,26700,73468,108774,DebtCon,ProfExe,11,0,0,290.08059139,1,32,39.042204499
0,26700,,120179,DebtCon,Mgr,8,0,0,162.12582,0,27,35.095519931
0,26700,81968,114647,DebtCon,ProfExe,10,0,1,126.70731968,0,19,27.056726972
0,26700,23361,55483,DebtCon,Other,36,0,0,280.80760568,1,23,39.891654292
0,26700,186185,233480,DebtCon,ProfExe,0,0,0,290.57883702,1,32,41.741201045
0,26700,129559,170042,DebtCon,Mgr,1,0,0,232.64617336,1,24,34.117532893
0,26700,18590,53462,DebtCon,Other,25,0,0,111.99557084,1,11,22.959806769
0,26800,149729,183027,DebtCon,ProfExe,7,0,0,331.25655711,0,34,37.000883221
0,26800,133594,173255,DebtCon,Other,8,0,0,215.968328,1,19,36.946997493
0,26800,145772,193135,DebtCon,ProfExe,12,0,0,147.93879535,0,36,40.904321038
0,26800,96895,144482,DebtCon,Mgr,23,0,0,201.96787517,0,13,40.162160653
0,26800,148471,183284,DebtCon,ProfExe,4,0,0,323.26238295,0,35,37.272271308
0,26800,139309,166621,DebtCon,Other,5,0,0,217.21148262,0,20,35.18585706
1,26800,89146,128923,DebtCon,Mgr,7,2,1,114.46195526,7,16,2.8302971697
0,26800,124199,166404,DebtCon,Mgr,1,0,0,243.94209954,2,23,34.509656884
0,26800,46236,62711,DebtCon,Office,17,0,0,175.07505804,1,22,33.059933638
0,26800,35485,74949,DebtCon,Mgr,14,0,0,84.766624812,5,15,36.191458547
0,26800,145745,211400,HomeImp,ProfExe,6,0,0,184.71163469,1,27,39.848391232
0,26800,213165,282068,HomeImp,ProfExe,5,,4,476.72828095,,55,31.181661193
1,26800,138216,170052,DebtCon,ProfExe,10,0,0,199.73871138,1,29,76.421478047
1,26800,18459,53907,DebtCon,Other,0,0,0,200.41702708,0,6,71.512110567
0,26900,74982,126972,DebtCon,Office,0,0,0,315.81891124,0,23,38.325989849
0,26900,,35397,DebtCon,Other,7,0,,85.250840722,,13,20.837255468
0,26900,69446,104590,DebtCon,ProfExe,11,0,0,287.27599243,1,32,41.499060427
0,26900,57414,92916,DebtCon,Office,0,0,0,70.281905709,0,22,34.396301781
0,26900,115638,145440,DebtCon,Office,4,,,294.70019205,2,36,43.908645333
1,26900,69000,106500,DebtCon,Sales,0.6,0,1,115.7,2,19,
0,26900,67144,92923,DebtCon,Other,16,0,0,89.112173485,1,17,32.791478032
0,26900,47882,78854,DebtCon,Other,11,0,0,132.34739209,0,19,41.130706684
0,26900,98324,129210,DebtCon,ProfExe,0,1,0,185.20581113,3,38,34.650649126
0,26900,54071,85557,DebtCon,Office,0,0,2,91.209976228,0,22,34.597191903
0,26900,113724,151969,DebtCon,Office,4,,,294.89276272,1,36,42.397248986
0,26900,72848,101736,DebtCon,Office,10,0,0,131.4096343,0,21,36.369027462
0,26900,45763,73797,DebtCon,Other,23,,0,291.59168152,1,29,39.370858155
0,26900,215692,286555,HomeImp,ProfExe,8,,5,468.1781224,,55,30.55300542
1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.227763077
0,27000,77910,117590,DebtCon,Other,4,0,0,91.874211097,2,31,38.497154977
0,27000,50375,70656,DebtCon,Other,8,0,0,125.71604137,1,20,43.133844895
0,27000,13718,35684,DebtCon,Other,16,2,0,122.29444677,1,18,24.355759583
0,27000,144901,178093,DebtCon,ProfExe,7,0,0,331.1139721,0,34,40.566551898
0,27000,45482,77000,DebtCon,Office,0.8,0,0,164.3,3,19,
1,27000,124000,162000,DebtCon,Other,0.8,0,2,166.36666667,1,34,
0,27000,54515,82539,DebtCon,Other,20,0,0,203.8613989,0,26,37.11235228
0,27000,45880,82425,DebtCon,Other,21,0,0,212.64422077,0,27,36.997793604
0,27000,54834,85391,DebtCon,Other,9,0,1,132.57854459,2,30,39.305739117
0,27000,,38441,DebtCon,Other,8,1,,85.179503348,,14,23.691176013
0,27000,60631,86091,DebtCon,Other,24,0,2,200.14145359,1,20,26.248756632
0,27000,23160,58074,DebtCon,Other,36,0,0,275.84323074,1,24,40.133220412
0,27000,,61844,DebtCon,Other,26,0,0,133.09973693,0,8,22.71865262
0,27000,,38356,DebtCon,Other,8,0,,87.474223059,,13,20.927415374
1,27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,
0,27100,140305,237302,HomeImp,ProfExe,27,0,0,349.51426763,2,18,37.420847161
0,27100,44095,77587,DebtCon,Mgr,14,1,0,92.140029015,6,15,33.535547201
0,27100,24494,77479,DebtCon,Other,,1,1,101.3129167,1,26,31.124553856
0,27100,,31681,HomeImp,Other,23,0,0,92.514030362,2,15,29.741908938
0,27100,33649,63214,,Office,2,0,0,113.03673652,2,6,37.837863874
0,27100,20479,46735,DebtCon,Other,24,0,0,103.81628973,0,10,24.258677221
0,27100,118200,159739,DebtCon,ProfExe,6,0,1,117.15216054,3,27,34.206008445
0,27100,20497,74244,DebtCon,Other,,1,2,93.060342618,1,25,27.361339812
0,27200,70730,93752,DebtCon,Office,8,0,0,165.91933287,0,20,36.170905486
0,27200,145725,179197,DebtCon,Other,1,0,0,183.37628836,0,34,40.287479925
0,27200,83894,121302,DebtCon,ProfExe,6,0,1,124.2746965,0,18,29.732489312
0,27200,110470,180982,DebtCon,Sales,17,0,0,295.47144922,1,30,34.766949696
0,27200,61000,104044,DebtCon,Other,16,0,1,141.98123448,0,30,39.546507583
0,27200,101680,134864,DebtCon,Office,10,0,1,150.59619803,0,29,40.880494666
0,27200,97541,126368,DebtCon,ProfExe,0,1,0,186.77854794,3,38,34.81068944
1,27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
0,27200,24070,58216,DebtCon,Other,35,0,0,273.34175724,0,24,37.639947331
0,27200,58383,92484,DebtCon,Other,22,1,2,170.07232349,1,20,23.809820262
0,27300,66878,93656,DebtCon,Office,11,0,0,153.79590463,0,20,39.085006344
0,27300,72314,118839,DebtCon,Other,5,0,0,99.693832459,1,31,42.343420263
0,27300,44026,71597,DebtCon,Other,22,,1,287.22679628,0,30,38.486948668
0,27300,97373,126102,DebtCon,Office,10,0,1,139.13259829,0,28,39.173553951
0,27300,55973,93503,DebtCon,Other,22,0,1,167.74173154,0,19,26.210175973
0,27300,53223,86696,DebtCon,Office,0,0,0,96.070687876,0,22,34.517790505
0,27300,135823,185416,DebtCon,Mgr,1,,,135.35974766,,38,32.794976443
1,27300,106221,137727,DebtCon,Self,3,0,0,300.57451085,3,45,32.560359399
0,27300,37636,73328,DebtCon,Mgr,12,0,0,80.792693759,6,16,34.268228014
0,27300,,37531,HomeImp,Other,22,0,0,82.660269477,2,14,29.609847557
0,27300,127260,212953,DebtCon,ProfExe,9,0,0,244.1654213,3,26,21.241194773
0,27300,,43277,DebtCon,Other,9,0,,101.88661478,,14,20.808196179
0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.16812274,0,35,39.159553757
0,27300,,116708,DebtCon,Mgr,11,0,0,175.20096024,0,26,33.747826295
0,27300,140773,188414,DebtCon,ProfExe,12,0,0,144.09346485,0,37,41.482803685
0,27400,99900,143437,DebtCon,Mgr,21,0,0,211.10827714,0,12,39.110297625
1,27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.627659402
0,27400,,39858,DebtCon,Other,11,1,,87.379007649,,14,20.588214357
0,27400,,121625,DebtCon,Mgr,7,1,0,154.43784762,0,27,33.373813672
0,27400,195497,246354,DebtCon,Other,8,0,0,89.264427411,1,25,39.664822994
0,27400,51298,90010,DebtCon,Other,6,1,0,146.65622021,3,29,42.159936538
1,27400,23939,56874,DebtCon,Office,3,0,1,197.8,0,11,
0,27400,46575,85263,DebtCon,Office,1,0,0,155.64704116,2,19,39.489317202
0,27400,100951,149305,DebtCon,Mgr,21,0,0,194.53302791,0,13,41.644172047
0,27400,41370,70528,DebtCon,Office,18,0,0,180.20434499,1,21,33.495088701
0,27500,54511,84470,DebtCon,Other,9,0,1,140.24779602,3,29,40.278298303
0,27500,97679,149877,DebtCon,Mgr,23,0,0,193.0056328,0,12,39.415166848
0,27500,145774,206788,HomeImp,ProfExe,4,0,0,191.94101884,0,27,38.001192233
0,27500,132000,179000,DebtCon,ProfExe,1,1,0,226.23333333,2,19,
1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
0,27500,150666,192346,HomeImp,Self,3,0,0,177.87147325,0,17,39.978650331
0,27500,,40807,DebtCon,Other,8,1,,95.533519165,,13,20.39892362
0,27500,69579,117799,DebtCon,Other,5,0,0,84.373124498,2,32,38.862120807
1,27500,97601,136546,DebtCon,Other,9,0,0,80.497147072,5,39,
0,27500,131269,211014,DebtCon,ProfExe,10,0,0,234.35128879,2,26,18.735147443
0,27500,23439,47177,DebtCon,Other,25,0,0,112.89450731,0,11,23.022894085
0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.223970798
0,27600,73846,100216,DebtCon,ProfExe,12,0,0,282.37066144,1,33,38.191251339
0,27600,60039,86166,DebtCon,Office,0,0,0,100.94932169,0,23,33.820934036
0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.015316476
0,27600,103898,130784,DebtCon,Office,11,0,0,147.12839778,0,29,42.009813582
0,27600,131887,174323,DebtCon,Mgr,0,0,0,243.05371295,2,24,35.271867032
0,27600,150120,191972,HomeImp,Self,3,0,0,178.03849109,1,16,41.807428045
0,27600,64818,91915,DebtCon,Other,16,0,0,99.604607809,0,17,32.461144333
0,27600,153063,202542,HomeImp,Other,10,0,0,266.93895601,2,33,42.829145821
0,27600,57327,87683,DebtCon,Office,0,0,0,98.521771002,0,23,34.760575409
0,27600,,117581,DebtCon,Mgr,10,0,0,165.00583942,0,27,34.998727775
0,27600,54328,94216,DebtCon,Other,24,1,2,188.39374192,1,19,26.833312167
0,27600,124139,157940,DebtCon,Mgr,4,0,0,288.88653955,0,24,38.22673698
0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.28285346,0,24,36.948273863
0,27600,72468,106906,DebtCon,ProfExe,12,0,0,288.84955151,1,32,38.984013009
0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.088681352
0,27600,129311,188143,DebtCon,Mgr,1,,,122.51688476,,39,30.474173738
0,27600,74964,118507,DebtCon,Other,5,0,0,91.711246204,1,32,39.146755766
0,27700,63962,101676,DebtCon,Other,15,0,1,138.5694126,0,30,37.384588482
0,27700,103249,206521,DebtCon,Other,24,0,0,196.78163285,0,19,25.688176342
1,27700,97834,132396,HomeImp,ProfExe,18,0,2,303.95191452,2,26,6.8870241268
0,27700,54617,87722,DebtCon,Other,9,0,1,132.41138177,3,29,39.631102993
0,27700,73148,101462,DebtCon,ProfExe,10,0,0,264.60538941,0,33,40.475793354
1,27700,,65635,HomeImp,Other,18,0,3,221.1,1,28,
1,27700,61396,111627,,Self,20,0,0,87.002500108,0,4,84.61388869
0,27700,25947,49836,DebtCon,Other,24,0,0,120.02585206,0,10,23.810173362
0,27700,77886,114494,DebtCon,ProfExe,9,0,0,118.47135379,0,18,28.344078391
0,27700,54541,78832,DebtCon,Office,0,0,0,186.02084261,2,19,39.614334977
0,27700,149169,183234,DebtCon,ProfExe,8,0,0,314.78583915,0,35,37.636682724
1,27700,19300,39000,DebtCon,Mgr,12,3,0,212.06666667,0,46,
1,27700,83300,,HomeImp,Mgr,20,1,4,247.93333333,1,19,
1,27700,85285,116468,DebtCon,Other,9,0,0,312.80792835,0,36,35.96802437
0,27700,76055,126560,DebtCon,Office,0,0,0,310.6263344,1,23,38.983558116
0,27700,,42515,DebtCon,Other,11,1,,95.043074141,,13,20.209037687
0,27700,120070,153652,DebtCon,Office,4,,,300.16806121,2,35,43.920191228
0,27700,141930,182516,DebtCon,ProfExe,0,0,0,235.63057648,2,19,41.958813501
0,27700,35132,71456,DebtCon,Mgr,13,0,0,84.874967196,5,16,35.650730315
0,27700,67446,99206,DebtCon,ProfExe,11,0,0,286.96597112,0,32,38.995164401
0,27800,114417,150849,DebtCon,Mgr,5,0,0,285.38612641,0,24,38.581923865
0,27800,96332,123598,DebtCon,ProfExe,1,0,0,190.3137746,2,38,33.855895472
0,27800,19600,50594,DebtCon,Other,24,0,0,137.23404427,1,10,24.522374645
0,27800,64804,97553,DebtCon,Other,15,1,0,105.09866375,1,17,32.177861062
0,27800,127770,169440,DebtCon,Mgr,2,0,0,235.72854702,1,24,34.844155434
0,27800,142356,177328,DebtCon,ProfExe,6,0,0,315.17556745,0,35,38.595990922
0,27800,181405,229116,DebtCon,ProfExe,0,0,0,297.99814427,0,32,43.520428182
0,27900,55859,92179,DebtCon,Office,0,0,1,94.932544383,0,23,33.09789894
0,27900,73630,106757,DebtCon,ProfExe,11,0,0,282.75969838,1,32,38.266573205
0,27900,137006,207997,HomeImp,ProfExe,5,0,0,194.0931469,1,28,36.906075155
0,27900,66027,102745,DebtCon,ProfExe,9,0,0,298.10325142,1,32,38.250306047
0,27900,69589,115061,DebtCon,Other,5,0,0,97.8638453,1,32,41.473971731
1,27900,62264,39604,DebtCon,Sales,10,3,1,118.77826456,7,23,48.077531472
0,27900,149359,192955,HomeImp,Self,0,0,0,172.57959055,1,16,40.135531359
0,27900,142346,185057,DebtCon,ProfExe,9,0,1,155.54869901,0,36,39.397042716
0,27900,50988,81533,DebtCon,Office,1,0,0,167.61445006,2,18,40.620884753
0,27900,113843,156282,DebtCon,ProfExe,7,0,0,109.95962619,2,27,33.942464847
0,27900,135511,184219,DebtCon,ProfExe,1,1,0,241.05228345,2,19,38.606492713
1,27900,90694,121543,DebtCon,Mgr,5,2,1,107.04625061,8,15,0.8381175254
0,28000,58002,86427,DebtCon,Other,9,0,1,129.57535197,2,29,39.362693216
0,28000,59775,87390,DebtCon,Other,8,0,0,138.48647658,3,30,41.543804711
0,28000,140770,209726,HomeImp,ProfExe,5,0,0,190.32952199,0,27,38.886605965
0,28000,49764,74526,DebtCon,Other,24,,1,294.59478302,1,30,37.611309376
0,28000,62376,104073,DebtCon,Other,16,1,0,146.14192957,0,30,39.759849639
0,28000,77322,118082,DebtCon,Other,7,0,0,80.658093685,1,31,38.815438401
0,28000,68000,106000,HomeImp,Other,6,,,114.7,11,21,
1,28000,86600,127000,DebtCon,ProfExe,6.5,0,4,234.36666667,5,35,
1,28000,28042,63500,DebtCon,ProfExe,14,2,4,121.73333333,4,28,
0,28000,96015,127551,DebtCon,ProfExe,0,1,0,196.52348814,3,37,34.871643115
0,28100,100420,207737,DebtCon,Other,22,0,0,197.19812185,0,19,26.372548724
0,28100,135991,183598,DebtCon,Mgr,0,,,131.58912441,,38,31.085617659
0,28100,96160,128767,DebtCon,Office,10,0,1,154.67285803,0,29,41.117944577
0,28100,86778,110851,DebtCon,Office,9,0,0,398.4023372,0,44,41.04058878
0,28100,32470,54522,DebtCon,Other,35,0,0,295.49668351,0,23,38.7994829
1,28100,61000,99000,DebtCon,Mgr,7,0,1,129.16666667,1,31,
1,28100,72100,112000,DebtCon,ProfExe,20,4,1,120.73333333,1,58,
0,28100,112564,162129,DebtCon,ProfExe,7,0,0,115.56446202,2,26,33.091681472
1,28100,75768,,DebtCon,Other,9,,0,133.12186695,3,33,46.751800109
0,28200,90485,123674,DebtCon,Other,1,0,1,189.73474189,2,25,41.676985544
0,28200,76011,129352,DebtCon,Office,1,0,0,302.80326065,0,23,36.390473606
0,28200,58232,97555,DebtCon,Other,17,0,1,130.45076488,0,29,38.092730303
0,28200,44363,72966,DebtCon,Mgr,16,1,0,82.270594585,6,16,34.980525368
0,28200,61038,87534,DebtCon,Other,8,0,0,137.48781925,3,30,39.360018601
0,28200,118728,160486,DebtCon,ProfExe,7,0,0,112.52081792,2,26,34.537342291
0,28200,109184,207035,DebtCon,Other,23,0,0,179.93775089,0,18,23.662456689
0,28200,44321,63050,DebtCon,Office,19,0,0,182.24730572,2,22,32.477167031
0,28200,185607,227617,DebtCon,ProfExe,0,0,0,311.06275541,0,33,42.435284999
0,28200,,117181,DebtCon,Mgr,9,0,0,170.64615367,0,26,31.601436148
0,28200,148455,191419,HomeImp,Self,1,0,0,186.98304288,0,17,39.563303075
0,28200,100353,131386,DebtCon,Office,9,0,0,146.06548333,0,28,38.679207625
0,28200,51663,92860,DebtCon,Other,24,0,1,172.34065431,0,20,26.913004797
0,28200,148772,186023,HomeImp,Self,3,0,0,203.57585973,1,17,43.304658069
1,28200,66242,109762,DebtCon,Other,8,0,1,130.96956536,0,21,60.295413494
0,28300,72572,117311,DebtCon,Other,6,0,0,85.797248152,1,32,39.876503701
0,28300,,29512,HomeImp,Other,24,0,0,78.109069731,2,14,30.513283442
0,28300,126942,166797,DebtCon,Mgr,0,0,0,244.72228465,1,23,33.394853996
0,28300,105000,147000,DebtCon,ProfExe,11,0,0,162.36666667,1,17,
0,28300,71973,119224,DebtCon,Other,4,0,0,89.379952321,2,32,39.98105906
0,28300,68959,102048,DebtCon,ProfExe,12,0,0,278.71470424,1,32,39.932750126
0,28300,130028,178918,DebtCon,Mgr,2,,,113.94263886,,39,33.440161627
0,28300,137159,186153,DebtCon,Mgr,0,,,112.17281254,,38,29.874731494
0,28300,145931,239990,HomeImp,ProfExe,27,0,0,357.23095382,0,19,38.268469992
1,28300,104686,136033,HomeImp,ProfExe,13,0,2,291.17166139,1,27,5.7629948717
0,28400,90823,126845,DebtCon,Other,1,0,0,188.77345493,1,25,42.896715113
0,28400,72870,95647,DebtCon,Office,11,0,0,139.04525472,0,20,37.820678455
0,28400,46126,66942,DebtCon,Office,18,0,0,180.66830818,2,21,33.76903515
0,28400,150784,192411,HomeImp,Self,0,0,0,173.30549337,1,16,41.543254137
0,28400,197852,243593,DebtCon,Other,10,0,0,111.10868013,2,26,41.214965339
0,28400,207687,242544,HomeImp,Other,8,0,0,134.00768046,0,41,41.298386628
0,28400,106020,206030,DebtCon,Other,22,0,0,188.75246946,0,18,25.33037232
0,28400,112996,175817,DebtCon,Sales,17,0,0,303.28205506,1,31,36.289002598
0,28400,53480,90560,DebtCon,Other,24,0,1,174.47472367,0,19,24.490839114
0,28400,183314,232345,DebtCon,ProfExe,1,0,0,300.90431006,1,32,42.336226896
0,28400,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.763993775
0,28400,206126,238745,HomeImp,Other,9,0,0,119.0697634,1,42,41.670187737
0,28500,49461,83352,DebtCon,Other,21,0,0,210.02505835,0,26,37.301764099
0,28500,73188,111925,HomeImp,Other,5,,,123.61317437,11,21,44.520554753
0,28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.324924696
0,28500,,41763,DebtCon,Other,12,1,,92.866988596,,13,21.901855997
1,28500,108293,135317,DebtCon,Other,5,0,0,219.61525186,4,43,31.209731086
0,28500,84908,108385,DebtCon,Office,10,0,0,384.28504689,0,45,41.342010942
0,28500,43413,73248,DebtCon,Mgr,13,0,0,102.56701711,6,16,35.671505075
0,28500,100145,130522,DebtCon,Office,10,0,0,137.94286922,0,29,39.072589176
0,28500,137174,186118,DebtCon,Mgr,1,,,115.29481113,,39,32.87512565
0,28500,29338,62220,,Office,2,0,0,113.20592381,1,6,36.877098508
0,28600,32136,51599,DebtCon,Other,35,0,0,284.08384845,0,23,39.547733785
0,28600,94165,130285,DebtCon,Office,10,0,1,137.81333094,0,28,42.080016037
0,28600,85174,127306,DebtCon,Other,1,0,0,193.07391349,1,24,40.656248579
0,28600,136546,185507,DebtCon,ProfExe,0,0,0,212.31409848,3,19,40.516801315
0,28600,26189,50409,DebtCon,Other,36,0,0,287.49617332,0,23,38.644394598
0,28600,39009,75893,DebtCon,Mgr,12,1,0,85.625519988,6,15,33.975814412
