Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0,0.06,,,,,,
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.04,0.01,0,0.01,0.06,,,,,,
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0,0,0.06,,,,,,
Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,
Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,0.06,0,0.06,,,,,,
Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0,0.01,0.06,,,,,,
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06,,,tbd,,Activision,E
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,64,40,7.9,51,Sandlot,M
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0,0,0,0.06,,,tbd,,Firehazard Studio,E
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0,0.06,,,,,,
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0,0,0.06,,,,,,
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.06,,,tbd,,Zoo Games,E
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,0.06,0,0.06,,,,,,
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0,0.06,,,,,,
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0,0,0.06,0,0.06,,,,,,
KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,0.06,0,0.06,,,,,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,0.06,0,0.06,,,,,,
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,71,41,7.6,20,Darkworks,M
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0,0,0.06,,,tbd,,Ubisoft,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0,0,0.06,0,0.06,,,,,,
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0,0,0,0.06,65,6,tbd,,Oxygen Interactive,E
Shining Force Feather,DS,2009,Strategy,Sega,0,0,0.06,0,0.06,,,,,,
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,60,38,6.7,116,Spiders,M
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0,0,0,0.06,,,tbd,,Starfish SD,E
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0,0.06,,,tbd,,Neko Entertainment,E
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06,,,tbd,,1st Playable Productions,E
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,72,15,7.6,14,EA Japan Studio,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06,77,51,8.1,37,Headfirst Productions,M
The Great Escape,XB,2003,Action,SCi,0.05,0.01,0,0,0.06,55,24,tbd,,Pivotal Games,T
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,Bizarre Creations,E10+
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,75,30,7.9,35,Pendulo Studios,E10+
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,,,,,,
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0,0,0.06,0,0.06,,,,,,
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
PenPen TriIceLon,DC,1998,Racing,Infogrames,0,0,0.06,0,0.06,,,,,,
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0,0,0.06,55,7,tbd,,DC Studios,E
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.05,0,0.01,0.06,,,,,,
DropCast,DS,2008,Puzzle,THQ,0.06,0,0,0,0.06,66,4,tbd,,Mikoishi,E
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,48,24,7.1,23,Totally Games,T
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,71,22,7.3,6,Acclaim,T
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0,0,0,0.06,,,tbd,,Conspiracy Entertainment,E10+
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.06,0,0,0,0.06,,,,,,
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.02,0.03,0,0,0.06,,,,,,
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0,0.06,63,17,tbd,,Ubisoft Montreal,T
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0,0,0.06,65,12,7.6,8,"10tacle Studios, Fusionsphere Systems",T
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0,0,0,0.06,,,7.4,5,Sony Online Entertainment,T
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,83,41,8,523,Epic Games,M
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06,36,7,4.7,6,KCEO,E
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,Media Vision,
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Chou Soujuu Mecha MG,DS,N/A,Simulation,N/A,0,0,0.06,0,0.06,,,,,,
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,0.06,0,0.06,,,8.2,11,Konami,E
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06,65,4,tbd,,Longtail Studios,T
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,Paradigm Entertainment,T
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,61,29,7,5,Taito Corporation,E
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,64,8.4,626,Infinity Ward,T
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06,78,39,8.2,26,Arkedo Studio,E
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0,0.06,,,tbd,,CokeM Interactive,E
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0,0,0.06,0,0.06,,,,,,
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,,,
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06,72,34,6.7,11,Croteam,M
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,66,12,6.9,20,Insomniac Games,E
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06,,,,,,
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06,,,5.7,10,Prope,E10+
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0,0,0.06,0,0.06,,,,,,
MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06,72,31,,,Monumental Games,E
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0,0.06,51,5,tbd,,FUN Labs,T
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54,Capcom Vancouver,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,64,28,8.1,12,SCEI,E
ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06,,,7.4,27,Bluepoint Games,T
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0,0.06,,,,,,
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0,0.06,,,tbd,,Farmind Ltd,T
NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0,0.06,,,,,,
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0,0,0,0.06,,,tbd,,Little Orbit,E
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0,0,0,0.06,,,tbd,,,
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1116,CD Projekt Red Studio,M
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,0.06,,,,,,
Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0,0,0.06,,,,,,
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0,0,0.06,,,,,,
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0,0,0.06,,,,,,
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0,0,0.06,,,,,,
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,0.06,,,,,,
CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0,0,0.06,,,,,,
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0,0,0.06,,,,,,
Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0,0,0.06,,,,,,
S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0,0,0.06,,,,,,
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06,66,27,,,Cing,
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0,0,0.06,,,,,,
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,0.06,0,0.06,,,,,,
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06,65,12,tbd,,Team 17,E
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06,,,8,14,Gust,T
Prinny: Can I Really Be The Hero? (US sales),PSP,N/A,Action,N/A,0.06,0,0,0,0.06,,,,,,
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,56,20,6.6,28,Creat Studios,T
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0,0.06,,,7.2,6,Sensory Sweep,E
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06,80,44,8.7,602,GSC Game World,M
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0,0.06,36,5,tbd,,Bethesda Softworks,E
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0,0,0.06,,,tbd,,David A. Palmer Productions,E
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0,0,0.06,0,0.06,,,,,,
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06,70,5,tbd,,Artificial Mind and Movement,E
Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0,0,0,0.06,,,tbd,,UFO Interactive,E
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0,0,0,0.06,,,tbd,,City Interactive,E
A New Beginning,PC,2010,Adventure,Deep Silver,0,0.05,0,0.01,0.06,,,,,,
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06,,,tbd,,Midas Interactive Entertainment,E
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0,0,0,0.06,,,tbd,,1st Playable Productions,E
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,54,7,6.8,9,EA Bright Light,E
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,70,7,tbd,,Konami,E
Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,0.03,0.02,0,0.01,0.06,54,12,tbd,,BattleBorne,T
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0,0,0.06,,,,,,
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06,,,4,4,FUN Labs,T
Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0,0,0,0.06,61,5,tbd,,Black Lantern Studios,E
Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0,0.06,,,,,,
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0,0,0.01,0.06,,,3.1,12,Robomodo,T
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06,33,4,tbd,,Nikitova Games,E10+
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,58,26,8.5,11,Pyro Studios,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,16,8.6,11,Capcom,T
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0,0,0,0.06,,,tbd,,Destination Software,E
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0,0,0.06,,,tbd,,Torus Games,E
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0,0.06,67,14,5.9,10,Arc System Works,T
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0,0.06,,,,,,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0,0,0.06,0,0.06,,,,,,
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0,0.06,52,6,7.4,12,Platinum Egg,T
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0,0,0,0.06,,,,,,
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,,,tbd,,Visual Impact,E
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.06,0,0.06,,,,,,
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,43,54,6.5,283,Valhalla Game Studios,M
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0,0,0.06,0,0.06,,,,,,
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.05,0,0,0,0.06,,,,,,
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,Quicksilver Software,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,Art,E
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,59,4,tbd,,BottleRocket Entertainment,E10+
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,0.04,0.01,0,0,0.06,,,,,,
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0,0.06,,,,,,
Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,0.06,0,0.06,,,,,,
Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.03,0.02,0,0,0.06,,,,,,
Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0,0,0.06,0,0.06,,,,,,
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0,0,0.06,,,,,,
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0,0,0.06,,,,,,
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0,0.06,80,17,7.8,10,Revolution Software,T
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06,62,16,8.5,32,Nex Entertainment,M
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.05,0,0,0.01,0.06,,,,,,
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0,0,0.06,0,0.06,,,,,,
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0,0,0.06,80,15,tbd,,Treyarch,E
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0,0.01,0.06,,,8,8,Blue Fang Games,E
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,60,36,7.9,14,Paon Corporation,M
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06,44,14,tbd,,Cat Daddy Games,T
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,7.8,36,Marvelous Inc.,T
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,0.06,0,0,0.06,,,tbd,,Behaviour Interactive,E10+
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06,69,20,8.4,10,Team 17,T
Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0,0,0.06,,,tbd,,Dreamcatcher,E
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.03,0.02,0,0.01,0.06,,,,,,
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,0.06,66,41,7.4,17,G-Artists,E
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,50,9,6.4,9,3DO,T
Theresia...,DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,61,6,8,8,WorkJam,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06,71,41,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0,0,0,0.06,,,,,,
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4,WayForward,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7,5,Konami,E
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,0.06,0,0.06,,,,,,
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01,0.06,,,,,,
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06,29,16,3.3,30,Red Tribe,T
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06,,,,,,
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06,,,,,,
pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0,0.05,0,0.01,0.06,79,9,,,Konami,
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,0.04,0.02,0,0,0.06,,,,,,
Syndicate,PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01,0.06,,,,,,
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0,0,0.06,69,36,4.3,4,Climax Group,T
Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0,0,0.06,0,0.06,,,,,,
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0,0.06,,,tbd,,"Treyarch, Infinity Ward",M
Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.05,0,0,0,0.06,65,24,tbd,,Bullets,E
FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.05,0.01,0,0,0.06,,,,,,
Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Eutechnyx,T
Satisfashion,DS,2010,Misc,Destineer,0.05,0,0,0,0.06,,,,,,
Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0,0,0,0.06,,,tbd,,Magic Pockets,E
G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0,0,0.06,,,,,,
Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.05,0,0,0,0.06,,,,,,
Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,
Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0,0,0,0.06,,,,,,
Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06,30,15,3.5,36,Artoon,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
BlazBlue Central Fiction,PS3,2016,Fighting,PQube,0.02,0.02,0.02,0.01,0.06,,,tbd,,Arc System Works,T
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,83,17,8.9,9,"Orbital Media, Inc.",E
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,,,7.9,9,Sony Bend,T
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0,0,0.06,,,,,,
Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06,53,5,tbd,,"Left Field Productions, Zoo Games",E10+
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0,0.06,,,,,,
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.06,60,14,8.4,50,Krome Studios,
Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0,0,0.06,0,0.06,,,,,,
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,53,51,6.5,72,Saber Interactive,M
Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,387,Slightly Mad Studios,E
Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,Ignition Entertainment,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.06,71,8,8.3,12,Tri-Ace,T
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,72,34,8.1,43,Blue Fang Games,E
Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,,,,
Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.05,0,0,0,0.06,,,,,,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0,0,0.06,0,0.06,,,,,,
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06,42,17,5,4,Collision Studios,E10+
Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06,55,11,tbd,,Presto Studios,E
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,0.06,0,0.06,,,,,,
CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,71,24,tbd,,Harmonix Music Systems,E10+
