"id","text","author"
"id13302","I knew what he wanted to see if this highly organised body could exhibit, without its head, any of the signs of mental life which had distinguished Sir Eric Moreland Clapham Lee.","HPL"
"id18416","You may believe that I did not enter on my present line of conduct without reluctance and pain.","MWS"
"id02146","""Here, then, I retreated and lay down happy to have found a shelter, however miserable, from the inclemency of the season, and still more from the barbarity of man.","MWS"
"id03663","Presently they began to gather renewed force and coherence as they grew in stark, utter, ultimate frenzy.","HPL"
"id00730","Elizabeth saw even this last resource, her excellent dispositions and irreproachable conduct, about to fail the accused, when, although violently agitated, she desired permission to address the court.","MWS"
"id24077","Come, give me your hand, one look of joyous sympathy and we will go together and seek them; a lulling journey; where our arrival will bring bliss and our waking be that of angels.","MWS"
"id26999","One experiment succeeded another, and the customary effects supervened, with nothing to characterize them in any respect, except, upon one or two occasions, a more than ordinary degree of life likeness in the convulsive action.","EAP"
"id18071","The two sounds most frequently repeated are those rendered by the letters ""Cthulhu"" and ""R'lyeh"".","HPL"
"id21991","Things are hunting me now the things that devour and dissolve but I know how to elude them.","HPL"
"id17829","Was again very much alarmed by a repetition of the loud, crackling noise which terrified me on the tenth.","EAP"
"id22809","For example: very early in the morning I had to make up my packet of sham letters.","EAP"
"id14266","Subsequent impressions will never leave the mind of young Trever.","HPL"
"id26982","What appeared to us more astonishing, was that these writings were expressed in various languages: some unknown to my companion, ancient Chaldee, and Egyptian hieroglyphics, old as the Pyramids.","MWS"
"id13336","I found Adrian's anti chamber crowded it was his hour for giving audience.","MWS"
"id17316","Towards the end of October it dwindled away, and was in some degree replaced by a typhus, of hardly less virulence.","MWS"
"id13178","It grew fast and big from the same reason that Wilbur grew fast and big but it beat him because it had a greater share of the outsideness in it.","HPL"
"id26705","He was remarkable in the entire and continuous profusion of good gifts ever lavished upon him by fortune.","EAP"
"id21517","I had left no shadow of a clew by which it would be possible to convict, or even to suspect me of the crime.","EAP"
"id20402","The shadows of things assumed strange and ghastly shapes.","MWS"
"id01251","The rich although faded tapestry hangings which swung gloomily upon the walls, represented the shadowy and majestic forms of a thousand illustrious ancestors.","EAP"
"id24419","At first it was the great object of my ambition to rival the merits of my father, and render myself worthy of the friendship of Adrian.","MWS"
"id00944","That is, never no full blooded one.","HPL"
"id15250","It wanted five minutes of noon, on the day before yesterday, when there appeared a very odd looking object on the summit of the ridge of the eastward.","EAP"
"id09584","After much hesitation.","EAP"
"id16639","He had refused a stimulant, and had suddenly dropped dead only a moment later.","HPL"
"id23188","It was of a jetty black; which was also the color, or more properly the no color of his unimaginable whiskers.","EAP"
"id27183","My ancestors had been for many years counsellors and syndics, and my father had filled several public situations with honour and reputation.","MWS"
"id07293","And I beg of you to let that thing on the table the thing that looks like a match box alone.","HPL"
"id04474","He couldn't stand what he had to do he had to get me in a strange, dark place when he minded my letter and nursed me back.","HPL"
"id14195","I told them exceedingly few deaths had yet been occasioned by pestilence, and gave them hopes, as we were the last visited, so the calamity might have lost its most venomous power before it had reached us.","MWS"
"id17430","The shunned house, it seems, was first inhabited by William Harris and his wife Rhoby Dexter, with their children, Elkanah, born in , Abigail, born in , William, Jr., born in , and Ruth, born in .","HPL"
"id07750","But these garters are found to be tightened, by the setting back of a clasp, in just such a manner as her own had been tightened by Marie, shortly previous to her leaving home.","EAP"
"id02902","For this I had deprived myself of rest and health.","MWS"
"id06115","Several days elapsed, and at last an answer came, dated from Cologne.","MWS"
"id27843","I fairly shouted with terror, and made off, at a tangent, into the farthest extremity of the room.","EAP"
"id09215","The sight of this form, and the expression on its face, broke the spell.","HPL"
"id25286","About an hour ago, I made bold to thrust myself among a group of the crew.","EAP"
"id23154","There was a pandemonium of questioning, and only Henry Wheeler thought to rescue the fallen telescope and wipe it clean of mud.","HPL"
